Temperature (C),"	Year", Month, Country
25.68785,1983,8,GHA
26.23084,1983,9,GHA
27.672897,1983,10,GHA
27.815887,1983,11,GHA
26.98972,1983,12,GHA
27.266354,1984,1,GHA
29.067287,1984,2,GHA
29.747662,1984,3,GHA
29.250467,1984,4,GHA
28.288784,1984,5,GHA
27.222431,1984,6,GHA
26.08598,1984,7,GHA
26.261683,1984,8,GHA
26.049534,1984,9,GHA
27.035513,1984,10,GHA
27.93925,1984,11,GHA
26.181309,1984,12,GHA
27.645794,1985,1,GHA
28.927103,1985,2,GHA
29.900934,1985,3,GHA
29.141123,1985,4,GHA
28.441122,1985,5,GHA
26.76542,1985,6,GHA
25.460749,1985,7,GHA
25.728037,1985,8,GHA
25.705606,1985,9,GHA
27.229908,1985,10,GHA
27.810282,1985,11,GHA
26.076635,1985,12,GHA
26.907476,1986,1,GHA
29.580374,1986,2,GHA
29.448599,1986,3,GHA
29.74299,1986,4,GHA
28.889719,1986,5,GHA
26.976635,1986,6,GHA
25.43645,1986,7,GHA
25.266356,1986,8,GHA
25.777569,1986,9,GHA
26.800934,1986,10,GHA
26.94486,1986,11,GHA
25.960749,1986,12,GHA
27.945795,1987,1,GHA
29.63084,1987,2,GHA
29.914953,1987,3,GHA
30.627102,1987,4,GHA
29.42243,1987,5,GHA
27.376637,1987,6,GHA
26.825235,1987,7,GHA
26.514954,1987,8,GHA
26.788784,1987,9,GHA
27.357944,1987,10,GHA
28.386917,1987,11,GHA
27.033646,1987,12,GHA
27.331776,1988,1,GHA
29.928036,1988,2,GHA
30.478504,1988,3,GHA
29.649532,1988,4,GHA
29.172897,1988,5,GHA
26.937384,1988,6,GHA
25.829906,1988,7,GHA
25.519627,1988,8,GHA
26.171963,1988,9,GHA
27.732712,1988,10,GHA
27.84673,1988,11,GHA
26.286917,1988,12,GHA
26.10841,1989,1,GHA
28.833645,1989,2,GHA
29.34486,1989,3,GHA
29.72617,1989,4,GHA
28.845795,1989,5,GHA
27.08785,1989,6,GHA
26.086918,1989,7,GHA
25.61402,1989,8,GHA
26.071026,1989,9,GHA
26.81402,1989,10,GHA
28.103739,1989,11,GHA
26.980373,1989,12,GHA
27.4,1990,1,GHA
28.819626,1990,2,GHA
30.476635,1990,3,GHA
29.950466,1990,4,GHA
28.81215,1990,5,GHA
27.051401,1990,6,GHA
25.683178,1990,7,GHA
25.668224,1990,8,GHA
26.314953,1990,9,GHA
27.459814,1990,10,GHA
27.628973,1990,11,GHA
26.971964,1990,12,GHA
27.671963,1991,1,GHA
29.777569,1991,2,GHA
29.932713,1991,3,GHA
28.731775,1991,4,GHA
27.571964,1991,5,GHA
27.342056,1991,6,GHA
25.789719,1991,7,GHA
25.261683,1991,8,GHA
26.223364,1991,9,GHA
26.097195,1991,10,GHA
27.121496,1991,11,GHA
26.302805,1991,12,GHA
26.237385,1992,1,GHA
29.48318,1992,2,GHA
29.805607,1992,3,GHA
29.380375,1992,4,GHA
28.317759,1992,5,GHA
26.3514,1992,6,GHA
25.337383,1992,7,GHA
24.94299,1992,8,GHA
25.662617,1992,9,GHA
26.805607,1992,10,GHA
26.52243,1992,11,GHA
26.570093,1992,12,GHA
26.123363,1993,1,GHA
28.825235,1993,2,GHA
29.000935,1993,3,GHA
29.681309,1993,4,GHA
28.859814,1993,5,GHA
26.906544,1993,6,GHA
25.68598,1993,7,GHA
25.502804,1993,8,GHA
25.999065,1993,9,GHA
27.327103,1993,10,GHA
28.007477,1993,11,GHA
26.881308,1993,12,GHA
27.050467,1994,1,GHA
29.297195,1994,2,GHA
29.994394,1994,3,GHA
29.47944,1994,4,GHA
28.185047,1994,5,GHA
26.829906,1994,6,GHA
25.704672,1994,7,GHA
25.370092,1994,8,GHA
25.974766,1994,9,GHA
26.438318,1994,10,GHA
27.347662,1994,11,GHA
26.170094,1994,12,GHA
26.719625,1995,1,GHA
29.12056,1995,2,GHA
29.781307,1995,3,GHA
29.62243,1995,4,GHA
28.667288,1995,5,GHA
27.427103,1995,6,GHA
26.238317,1995,7,GHA
25.802805,1995,8,GHA
26.341122,1995,9,GHA
27.003738,1995,10,GHA
27.368225,1995,11,GHA
27.258877,1995,12,GHA
27.654205,1996,1,GHA
29.43925,1996,2,GHA
30.105606,1996,3,GHA
29.31402,1996,4,GHA
28.804672,1996,5,GHA
26.913082,1996,6,GHA
26.02243,1996,7,GHA
25.440187,1996,8,GHA
25.645794,1996,9,GHA
26.628036,1996,10,GHA
27.111216,1996,11,GHA
26.81215,1996,12,GHA
27.807476,1997,1,GHA
28.695328,1997,2,GHA
29.640186,1997,3,GHA
29.343924,1997,4,GHA
27.853271,1997,5,GHA
26.359814,1997,6,GHA
25.759815,1997,7,GHA
25.485046,1997,8,GHA
26.567287,1997,9,GHA
27.46542,1997,10,GHA
27.78598,1997,11,GHA
27.240185,1997,12,GHA
27.398132,1998,1,GHA
30.397196,1998,2,GHA
30.580374,1998,3,GHA
30.760748,1998,4,GHA
29.325235,1998,5,GHA
27.469158,1998,6,GHA
26.372898,1998,7,GHA
25.60841,1998,8,GHA
26.167288,1998,9,GHA
27.237385,1998,10,GHA
28.025234,1998,11,GHA
27.184113,1998,12,GHA
27.395329,1999,1,GHA
28.450466,1999,2,GHA
29.999065,1999,3,GHA
29.292522,1999,4,GHA
28.519627,1999,5,GHA
27.541122,1999,6,GHA
26.045795,1999,7,GHA
25.624298,1999,8,GHA
25.5757,1999,9,GHA
26.329906,1999,10,GHA
27.538319,1999,11,GHA
26.793457,1999,12,GHA
27.75701,2000,1,GHA
28.288784,2000,2,GHA
29.84299,2000,3,GHA
29.552338,2000,4,GHA
28.84673,2000,5,GHA
26.861683,2000,6,GHA
25.872898,2000,7,GHA
25.614954,2000,8,GHA
26.17757,2000,9,GHA
27.024298,2000,10,GHA
27.753271,2000,11,GHA
26.858877,2000,12,GHA
26.609344,2001,1,GHA
28.865421,2001,2,GHA
29.888784,2001,3,GHA
29.184113,2001,4,GHA
28.255138,2001,5,GHA
27.054205,2001,6,GHA
25.956076,2001,7,GHA
25.492523,2001,8,GHA
26.053272,2001,9,GHA
27.384113,2001,10,GHA
28.013083,2001,11,GHA
26.861683,2001,12,GHA
26.980373,2002,1,GHA
28.396261,2002,2,GHA
30.000935,2002,3,GHA
29.415888,2002,4,GHA
29.309345,2002,5,GHA
27.295328,2002,6,GHA
26.365421,2002,7,GHA
25.62056,2002,8,GHA
26.103739,2002,9,GHA
26.771027,2002,10,GHA
27.270092,2002,11,GHA
26.659815,2002,12,GHA
27.080374,2003,1,GHA
29.985981,2003,2,GHA
29.732712,2003,3,GHA
29.285046,2003,4,GHA
28.697195,2003,5,GHA
26.738317,2003,6,GHA
25.864487,2003,7,GHA
25.849533,2003,8,GHA
26.326168,2003,9,GHA
27.617758,2003,10,GHA
27.838318,2003,11,GHA
26.91215,2003,12,GHA
27.484112,2004,1,GHA
29.223364,2004,2,GHA
29.97757,2004,3,GHA
29.293457,2004,4,GHA
28.10841,2004,5,GHA
26.671026,2004,6,GHA
25.783178,2004,7,GHA
25.701868,2004,8,GHA
26.171026,2004,9,GHA
27.528973,2004,10,GHA
28.033646,2004,11,GHA
27.909344,2004,12,GHA
26.866354,2005,1,GHA
30.519627,2005,2,GHA
30.21402,2005,3,GHA
29.931774,2005,4,GHA
28.482243,2005,5,GHA
27.038319,2005,6,GHA
25.895329,2005,7,GHA
25.481308,2005,8,GHA
26.469158,2005,9,GHA
27.382242,2005,10,GHA
28.07757,2005,11,GHA
27.718693,2005,12,GHA
25.898132,2006,1,GHA
29.58598,2006,2,GHA
29.838318,2006,3,GHA
30.345795,2006,4,GHA
28.100933,2006,5,GHA
27.592524,2006,6,GHA
26.511215,2006,7,GHA
25.915888,2006,8,GHA
26.168224,2006,9,GHA
27.368225,2006,10,GHA
26.82056,2006,11,GHA
26.76916,2006,12,GHA
25.84673,2007,1,GHA
29.616821,2007,2,GHA
30.139252,2007,3,GHA
29.196262,2007,4,GHA
28.817759,2007,5,GHA
27.228037,2007,6,GHA
26.413082,2007,7,GHA
25.800934,2007,8,GHA
26.385046,2007,9,GHA
27.270092,2007,10,GHA
27.572897,2007,11,GHA
26.646729,2007,12,GHA
25.227102,2008,1,GHA
28.32056,2008,2,GHA
29.402805,2008,3,GHA
29.75701,2008,4,GHA
28.635513,2008,5,GHA
27.001867,2008,6,GHA
26.067287,2008,7,GHA
25.741123,2008,8,GHA
26.289719,2008,9,GHA
27.178503,2008,10,GHA
27.081308,2008,11,GHA
27.042057,2008,12,GHA
26.85701,2009,1,GHA
29.829906,2009,2,GHA
29.654205,2009,3,GHA
29.290655,2009,4,GHA
28.948599,2009,5,GHA
27.464487,2009,6,GHA
26.192524,2009,7,GHA
25.828974,2009,8,GHA
26.299067,2009,9,GHA
26.960749,2009,10,GHA
27.074764,2009,11,GHA
26.785046,2009,12,GHA
27.979092,2010,1,GHA
30.694546,2010,2,GHA
30.795456,2010,3,GHA
30.175455,2010,4,GHA
29.044546,2010,5,GHA
27.632727,2010,6,GHA
26.379093,2010,7,GHA
26.120907,2010,8,GHA
26.34909,2010,9,GHA
26.943638,2010,10,GHA
27.423635,2010,11,GHA
26.7,2010,12,GHA
27.189999,2011,1,GHA
29.272726,2011,2,GHA
30.258183,2011,3,GHA
29.837275,2011,4,GHA
28.669092,2011,5,GHA
27.40091,2011,6,GHA
26.207272,2011,7,GHA
25.783636,2011,8,GHA
26.341818,2011,9,GHA
27.33909,2011,10,GHA
27.50909,2011,11,GHA
26.666363,2011,12,GHA
27.215454,2012,1,GHA
29.155453,2012,2,GHA
30.212727,2012,3,GHA
29.179998,2012,4,GHA
27.912725,2012,5,GHA
26.708181,2012,6,GHA
25.947271,2012,7,GHA
25.49909,2012,8,GHA
26.038181,2012,9,GHA
26.902729,2012,10,GHA
27.85091,2012,11,GHA
26.496363,2012,12,GHA
